user_id,avg_rating,review_count,favorite_topic,avg_review_length,user_type
1vGhB7hs4jkWho6WWWlqCQ,1.0,1,Coffee & Cafe Culture,276.0,Harsh Critic
1w5bmM1qsFdQ6NbAU6ZDjQ,3.0,1,Pizza Enthusiasts,275.0,Casual Reviewer
1wKi_DHJSGIIyOaSMpENtg,4.0,1,Pizza Enthusiasts,328.0,Casual Reviewer
1wUK4z4AlZB3yOF6TyCMUw,5.0,1,Mexican Food Lovers,1673.0,Generous Reviewer
1wa5CaRRp82g1OFToE2AcQ,2.0,1,Sandwich & Deli Lovers,414.0,Harsh Critic
1wgYYWKWoDl4WFA8shpzKg,4.0,1,Sushi & Japanese Cuisine,479.0,Casual Reviewer
1wgdfrsfieIl5OiZd1eHJw,3.0,1,Breakfast & Brunch Lovers,824.0,Detailed Reviewer
1wznt1BOXSQBuJnQcLHLiw,5.0,1,Unknown,209.0,Generous Reviewer
1xGgex4ep9A2l-EjLGEtVA,4.0,1,Unknown,273.0,Casual Reviewer
1xUZ09H_I5AHfPzvLlzTvg,5.0,2,Service Experience Reviews,418.5,Generous Reviewer
1xetapz0dgJEmaDd7x9VtA,5.0,1,Unknown,86.0,Generous Reviewer
1xvh7YqZtVgRhM48uAgEwA,5.0,1,Unknown,247.0,Generous Reviewer
1xzFROmIvBJgBz-AmgWAMQ,5.0,1,Unknown,675.0,Generous Reviewer
1ygI_2QNJEDOodTK5468ew,4.0,1,Unknown,1492.0,Detailed Reviewer
1ypK74Sr0QmsJ8IZG8v0cQ,4.0,1,Mexican Food Lovers,297.0,Casual Reviewer
1z4ORXFXfj0q4Ics_oEv7Q,5.0,1,Unknown,463.0,Generous Reviewer
1zSv6IxBK1LgEWvb4B6Brg,4.0,1,Craft Beer & Nightlife,525.0,Detailed Reviewer
1zj1cCxZnyiyaGxyvxwyLw,5.0,1,Mexican Food Lovers,232.0,Generous Reviewer
1zn5A_DD9te-4SC87Cn5CA,5.0,1,Unknown,590.0,Generous Reviewer
1zo5BqVZdNelH0Y8CE5nQQ,3.0,1,Pizza Enthusiasts,522.0,Detailed Reviewer
2-786bThEQtLMRMnvrkpwQ,5.0,1,Unknown,668.0,Generous Reviewer
2-IA-jVpiZIxC0gi8QQUpQ,4.0,1,Unknown,2185.0,Detailed Reviewer
2-RXG7MES0R3U7TK9Xo7lQ,4.0,1,Chinese Cuisine,632.0,Detailed Reviewer
2-j3j-5s5XGSmDk7nrI2gQ,1.0,1,Unknown,278.0,Harsh Critic
20TsOIrHIzKDBBdKuRuzQg,5.0,1,Hotel & Travel Dining,510.0,Generous Reviewer
20bBIeuBi4GWYAvvQmpIUg,4.0,1,Hotel & Travel Dining,750.0,Detailed Reviewer
20dDwyiTKpzJUN1L1lKKiw,4.0,1,Mexican Food Lovers,107.0,Casual Reviewer
20lM2QM9fRLdfaCXrRjWNQ,1.0,1,Sushi & Japanese Cuisine,166.0,Harsh Critic
20uxJLBfTNnD4x0J9rcs3g,5.0,1,Thai & Spicy Food,125.0,Generous Reviewer
21-0LstLIX7udER7h2d9uA,2.0,1,Unknown,236.0,Harsh Critic
21Exz2A6ctrVPyvVYfoo0g,2.0,1,Italian & Pasta,194.0,Harsh Critic
21JpU-XcGQt2P3o8fBtMgg,4.0,1,Service Experience Reviews,477.0,Casual Reviewer
21OjNjqXUH4MbwzFUdKK3Q,3.0,1,Unknown,96.0,Casual Reviewer
21Rid0IY7OvkdvL6Vn4LXQ,4.0,1,Craft Beer & Nightlife,808.0,Detailed Reviewer
21ru-CM1aAhi0TRzFSc-wQ,5.0,1,Mexican Food Lovers,207.0,Generous Reviewer
21t_Yivl5JrHa1asqpcQlA,2.0,1,Unknown,369.0,Harsh Critic
2221rgkAfWbk7py4zc6XJQ,5.0,1,Sandwich & Deli Lovers,349.0,Generous Reviewer
22VJ1MOFWfRMvM6Yxduxcg,2.0,1,Unknown,130.0,Harsh Critic
22Y8hc4NYWPa2D6ffodddg,5.0,1,Sandwich & Deli Lovers,424.0,Generous Reviewer
234tqsU9yv70ujM9OvCquw,5.0,1,Unknown,296.0,Generous Reviewer
235W87YggWprtBY9jKXQTg,4.0,1,Coffee & Cafe Culture,162.0,Casual Reviewer
23PaUyjtQ-kjCOKv8iK3nw,5.0,1,Unknown,308.0,Generous Reviewer
23ueRrSWWtrEyT2ViGWKMg,3.0,1,Unknown,132.0,Casual Reviewer
24RtLXUcl7AR9CEqAGvH0Q,4.0,1,Breakfast & Brunch Lovers,102.0,Casual Reviewer
24VH33yA8HvnbhG84bODNw,4.0,1,Pizza Enthusiasts,161.0,Casual Reviewer
24Zs7qadbpQtGGfAOfmnPA,4.0,1,Chinese Cuisine,256.0,Casual Reviewer
24iAmhw6BhkfHO60IV79Vw,4.0,1,Coffee & Cafe Culture,482.0,Casual Reviewer
24k1-ez9SW6qUUuz0XCktA,4.0,1,Hotel & Travel Dining,418.0,Casual Reviewer
24qDpfgxDAcdUo1v8uqEhg,5.0,1,Breakfast & Brunch Lovers,377.0,Generous Reviewer
24sbJuw7uK1TgeVPD7msxw,5.0,1,Craft Beer & Nightlife,128.0,Generous Reviewer
24wXddxWhkhUblkllxDk6Q,4.0,1,Unknown,354.0,Casual Reviewer
25FVR1PAQ_GprR1C1aI2GA,4.0,1,Unknown,471.0,Casual Reviewer
25Xo7-_27i91YxkM1lrHiA,5.0,1,Unknown,100.0,Generous Reviewer
25bMmCS4OA6JUqms88UO_Q,4.0,1,Unknown,1218.0,Detailed Reviewer
25q3mWLHG4VWhpbyUq3xNQ,4.0,1,General Positive Dining,350.0,Casual Reviewer
26BRT0-E8XX9-Hher7Evzg,2.0,1,Burger & Fast Food Fans,1212.0,Harsh Critic
26EXnIvdpuHeCRaoOW1t-A,2.0,1,Unknown,378.0,Harsh Critic
26F_AY7L9w59rd9RnIffuw,1.0,1,Unknown,110.0,Harsh Critic
26NK0DiqxIkEZ0lqF0_ogQ,3.0,1,Unknown,213.0,Casual Reviewer
26YpEJpa4uwJ60ezG9MIfQ,4.5,2,Sushi & Japanese Cuisine,1069.0,Generous Reviewer
26f9MJBar9W5xJAjewSwaw,4.0,1,Unknown,977.0,Detailed Reviewer
26imCLB5rWWuotjTRB0Svw,1.0,1,Unknown,325.0,Harsh Critic
26xBgJZdonEeWATSPf9plw,5.0,1,Chinese Cuisine,222.0,Generous Reviewer
270kIxDf6DHG5D-sg6ACUA,4.0,1,Unknown,330.0,Casual Reviewer
27GPbwuF9q9ZmeVfD34uzA,1.0,1,Unknown,2003.0,Harsh Critic
27M0B4ENG7sI-Z2gCuqANA,5.0,1,Italian & Pasta,92.0,Generous Reviewer
27MFwLbwv_-vBivsfGeAIA,5.0,1,Craft Beer & Nightlife,98.0,Generous Reviewer
27NwJ5x7N6Gft8uebMsz5w,2.5,2,Unknown,581.0,Harsh Critic
27km-ZQwZMMq_Yooq3nSIw,5.0,1,Unknown,440.0,Generous Reviewer
27wpAxqcNVFUBomCtFvRMw,5.0,1,Mexican Food Lovers,190.0,Generous Reviewer
287CrLhivX0aXBWUlxib4A,1.0,1,Unknown,522.0,Harsh Critic
28D73iCHytimiRDzs0yadg,1.0,1,Unknown,245.0,Harsh Critic
28PkRyffxyRoygbCzF0ucQ,5.0,1,Unknown,770.0,Generous Reviewer
291mOUzxBI84JycyeMZcow,3.0,1,Unknown,373.0,Casual Reviewer
294B8PBasZK20z63en0uXQ,3.0,1,Pizza Enthusiasts,432.0,Casual Reviewer
295KyqxlZ1BvXdf0IaffGQ,3.0,1,Burger & Fast Food Fans,665.0,Detailed Reviewer
295c6tQlVYAGAZkNajjC5Q,1.0,1,Unknown,211.0,Harsh Critic
29K-usmZfVDeIaQ85EG54A,5.0,1,Coffee & Cafe Culture,1105.0,Generous Reviewer
29KuDzKYVyiH2eEi6P_5GA,1.0,1,Craft Beer & Nightlife,187.0,Harsh Critic
29N_nrF_DPkb7sQvvNapQg,3.0,1,Unknown,792.0,Detailed Reviewer
29UB_wrnUIdsxV2ZmrlZSg,3.0,1,Unknown,582.0,Detailed Reviewer
29xkCDDwZn13HRw-GqJSLQ,1.0,1,Unknown,899.0,Harsh Critic
2A5uBmrf7QNvJGHoUr-PFA,5.0,1,Unknown,119.0,Generous Reviewer
2AHi97bx3vK0l3O7hhSkkw,4.0,1,Unknown,160.0,Casual Reviewer
2AerUL51NHZ0bCcZiLXs9A,4.0,1,Unknown,2170.0,Detailed Reviewer
2AkZF9XoqwwoPlk55icKMQ,4.0,1,Unknown,1344.0,Detailed Reviewer
2B1cQZru2dUSTP0YxA2iiw,4.0,1,Unknown,219.0,Casual Reviewer
2BA9fSnDSNYH3ejiFfPwpg,5.0,1,Unknown,173.0,Generous Reviewer
2BE635-NNEAxYBxjjKapDg,4.0,1,Unknown,414.0,Casual Reviewer
2BVaa-ruSpr5zlEt-0x-dw,3.0,1,Unknown,233.0,Casual Reviewer
2BWCXHtz-jyX7B3_YzZilA,5.0,1,Unknown,162.0,Generous Reviewer
2BdSB6OPpNjL4UF1LKGy4A,4.0,1,Unknown,648.0,Detailed Reviewer
2BwcEJf1utOo6WlE3HhPgQ,3.0,1,Coffee & Cafe Culture,880.0,Detailed Reviewer
2CORuwuZ1VKBFIEbdiIelA,3.0,1,Pizza Enthusiasts,251.0,Casual Reviewer
2CoAnjMOd3ykSwRA4uAycA,4.0,1,Italian & Pasta,474.0,Casual Reviewer
2Cx5GWQWOHmUkYz7Ndca1g,5.0,1,Unknown,288.0,Generous Reviewer
2D-N_rggrsQfvmIxc-Qrig,5.0,1,Unknown,433.0,Generous Reviewer
2DLL4IFO_JdvLqL-BUiGAw,5.0,1,Unknown,218.0,Generous Reviewer
2DhNGmmyDmnZdZps49U9VQ,4.0,1,Unknown,64.0,Casual Reviewer
2Ds8R2prlyRsUAPRnXZnyA,5.0,1,Unknown,975.0,Generous Reviewer
2Dtig4UGN06av60E2I_D9A,2.0,1,Burger & Fast Food Fans,634.0,Harsh Critic
2DxiCD0B6IT6qEIc6peDbQ,5.0,1,Unknown,217.0,Generous Reviewer
2DxqDpw7H3MylTWUO4u1pQ,5.0,1,Sushi & Japanese Cuisine,175.0,Generous Reviewer
2Dzdq8nmh_47A5BD9hMfHA,4.0,1,Unknown,809.0,Detailed Reviewer
2EWTK9tYPn-UYC7lzDjpWQ,4.0,1,Mexican Food Lovers,754.0,Detailed Reviewer
2Ej6R1wVF_82wiKnrOxMVA,5.0,1,Service Experience Reviews,172.0,Generous Reviewer
2F6LqNmP7vPSsq9q-Ub2BA,5.0,1,Unknown,393.0,Generous Reviewer
2FFV6At1U8w2nefNiI15vw,5.0,1,Unknown,465.0,Generous Reviewer
2FJ662GRZybPqSO1P-0ZmQ,5.0,1,Vegan & Healthy Eating,730.0,Generous Reviewer
2FXonxXq5e_6pu07x4hWwA,1.0,1,Unknown,1381.0,Harsh Critic
2FjVypFPNhfemOQR-MlUTg,2.0,1,Unknown,228.0,Harsh Critic
2FvS6BuXsTQ_9oLMIji-0g,5.0,1,Chinese Cuisine,546.0,Generous Reviewer
2FxLnOsL_ZcMhaKZd7c6hw,5.0,1,Unknown,171.0,Generous Reviewer
2GYrVKMtNr6blELwjc7-qA,5.0,1,Mexican Food Lovers,361.0,Generous Reviewer
2GeRAopniG0C_tuGZXkvqQ,4.5,2,Coffee & Cafe Culture,105.0,Generous Reviewer
2GhT0YzvUc8ASqyt58tSUg,5.0,1,Mexican Food Lovers,377.0,Generous Reviewer
2GjLkQx8sdILrGcYLOkpxw,3.0,1,Unknown,125.0,Casual Reviewer
2GqQGWRmasX8qDuG7CDiWg,4.0,1,Pizza Enthusiasts,393.0,Casual Reviewer
2Gzk0bt0k66ifRV2P66OjQ,2.0,1,Unknown,426.0,Harsh Critic
2HA_Ub0s2qACtlOkrTe1DQ,4.0,1,Mexican Food Lovers,721.0,Detailed Reviewer
2HgJ3gNCpfmEP7TLMMYXhw,5.0,1,Thai & Spicy Food,536.0,Generous Reviewer
2Hhm49wioQ3xNXCoqjPa5g,4.0,1,Service Experience Reviews,125.0,Casual Reviewer
2HmE4JzxFobIyEpobmOuWw,3.0,1,Unknown,163.0,Casual Reviewer
2HmEoTFTt_DVmb5msR-Y7A,5.0,1,Unknown,136.0,Generous Reviewer
2I8mNwLoV_6M56ZQfw_gYQ,5.0,1,Unknown,602.0,Generous Reviewer
2IkvA2Dc_Xn7yXEIKk0BMw,5.0,1,Unknown,346.0,Generous Reviewer
2IrZ_Iykwe12Qs84eO_95A,4.0,1,Breakfast & Brunch Lovers,612.0,Detailed Reviewer
2JLU6GCa5-x8bu2PbWHfVw,5.0,1,Service Experience Reviews,273.0,Generous Reviewer
2JQlrKlqSjsUlkyotqhEkg,2.0,1,Unknown,240.0,Harsh Critic
2JcnHlp8yWkey-KwBOja4Q,4.0,2,Sushi & Japanese Cuisine,447.0,Casual Reviewer
2K-t-7yHO4kqLecDIZYqFQ,5.0,1,Hotel & Travel Dining,866.0,Generous Reviewer
2K6e4rSuEYKJpmU37Kk-oA,5.0,1,BBQ & Southern Cuisine,168.0,Generous Reviewer
2K9r_geGrA1BrDMcSwSaGQ,5.0,1,Mexican Food Lovers,339.0,Generous Reviewer
2Kg7_oLSkvd7__BrHa99AQ,4.0,1,Unknown,229.0,Casual Reviewer
2L-23vsdN1VWlyI58xwaPQ,2.0,1,Mexican Food Lovers,602.0,Harsh Critic
2LD0Tn96SmYp8WS72feEgg,5.0,1,Unknown,176.0,Generous Reviewer
2LFCUbzjMQJenKgzZclmpA,5.0,1,Unknown,264.0,Generous Reviewer
2LJZXCL6yb9pFAznsUUlWA,3.0,1,Coffee & Cafe Culture,2039.0,Detailed Reviewer
2Lb2MZ7IS-EujmYdBJk4Cw,5.0,1,Craft Beer & Nightlife,384.0,Generous Reviewer
2LcC1R65TLmgfj1djSnguw,5.0,1,Burger & Fast Food Fans,1299.0,Generous Reviewer
2LdJUkNf75VZ02TvWWQ88w,3.0,1,Mexican Food Lovers,1203.0,Detailed Reviewer
2LfozZiejXfQHcS52-Fv5w,3.0,1,Unknown,287.0,Casual Reviewer
2LuxVyw3fAH85poOZH2LPw,5.0,1,Unknown,271.0,Generous Reviewer
2M3xrhIK3vg7wQO6jxT1rg,1.0,1,Unknown,118.0,Harsh Critic
2MBf3TnpIg2HOxIjU-BGDQ,5.0,1,Unknown,1854.0,Generous Reviewer
2M_NEBAdV--S2j14D2dAlQ,1.0,1,Unknown,259.0,Harsh Critic
2Mx8ZTwXZMujuB7Dvlp0HQ,4.0,1,Unknown,115.0,Casual Reviewer
2N3BHwM0fMWv80QidT3x1w,5.0,1,Unknown,327.0,Generous Reviewer
2NJdbQewhGX1KqoZ_O9JbQ,5.0,1,Unknown,1167.0,Generous Reviewer
2OLohmwFrl8ru4w1mUXtyw,4.0,1,Unknown,857.0,Detailed Reviewer
2OYA4mNm7gANDJNWBFZf2A,5.0,1,Pizza Enthusiasts,435.0,Generous Reviewer
2Od6rQYNvPUXQC2Go7vIqg,4.0,1,Unknown,180.0,Casual Reviewer
2Os0xPe6H3Rg4L863J1qWA,5.0,1,Unknown,135.0,Generous Reviewer
2PCTNbQzCC1ghmGKkhk7pg,5.0,1,Unknown,92.0,Generous Reviewer
2PU-eKsPvsyCIxumimuR2A,3.0,1,Unknown,345.0,Casual Reviewer
2P_AbNvLcr4skNrfQbmWxQ,5.0,1,Unknown,551.0,Generous Reviewer
2PbqoondFz8J7BcXbI1EQw,5.0,1,Hotel & Travel Dining,1487.0,Generous Reviewer
2PedjxAnZfvfEqNhIhB3fg,5.0,1,Breakfast & Brunch Lovers,144.0,Generous Reviewer
2Psahbi74TeN42PphOvCAQ,3.0,1,General Positive Dining,648.0,Detailed Reviewer
2QHflvZzPC72WEH7pFoRbQ,5.0,1,Unknown,1908.0,Generous Reviewer
2QeJmaNMlN3nc118D9l6fA,4.0,1,Unknown,42.0,Casual Reviewer
2Qq7dpZ8CFdYdA1oxzMdYw,3.0,1,Mexican Food Lovers,445.0,Casual Reviewer
2Qt7Z0_QC_hehqYPQlryyA,4.0,2,Breakfast & Brunch Lovers,395.5,Casual Reviewer
2R9MOBGuEMrD3OBd4N8a3w,4.0,1,Unknown,372.0,Casual Reviewer
2RFyJnbJ5AHT9hQp_tMeYw,4.0,1,Unknown,433.0,Casual Reviewer
2RMLfnsAN__BvjMHsY4vSg,5.0,1,Sushi & Japanese Cuisine,234.0,Generous Reviewer
2RV4M9172sN6XB5wrPcJkg,5.0,1,Unknown,388.0,Generous Reviewer
2RgLZUcrmLaTA-qLLWhBDg,1.0,1,Unknown,375.0,Harsh Critic
2SLskxG6VRFGqHHU5KGyIA,1.0,1,Burger & Fast Food Fans,315.0,Harsh Critic
2S_7tVa6Is2cuI8NCZSmxA,4.0,1,Unknown,163.0,Casual Reviewer
2T8ZGt1RsCrcJEZcRfsylg,5.0,1,Unknown,975.0,Generous Reviewer
2T8cxl3Y_JhCE8o80BSp0A,4.5,2,Pizza Enthusiasts,804.5,Generous Reviewer
2TWDfs57vDrIZkTlIuesFw,5.0,1,BBQ & Southern Cuisine,342.0,Generous Reviewer
2TpqzgxQButUAOr8ESfIhQ,5.0,1,Unknown,171.0,Generous Reviewer
2Ttdml12syjb782j9lIxuw,4.0,1,Mexican Food Lovers,149.0,Casual Reviewer
2Twt4HY5zVbUcCWVt7cwrA,1.0,1,Unknown,340.0,Harsh Critic
2UGDC8B0CpcOAx-NpYN7AA,5.0,1,Unknown,980.0,Generous Reviewer
2UNF3-w5sd726DgMtpCyzQ,3.0,1,Pizza Enthusiasts,587.0,Detailed Reviewer
2UTbP_Xt1HL1GNa938KoYw,5.0,1,Unknown,3191.0,Generous Reviewer
2UsYtXt4VuXkIbGtYPievg,5.0,1,Pizza Enthusiasts,250.0,Generous Reviewer
2V0vVJGCjvYAeMJ-UClldA,4.0,1,Unknown,149.0,Casual Reviewer
2V2dSQLMOnW1Vt_9MuN33Q,5.0,1,Unknown,113.0,Generous Reviewer
2VC2Yio_ztDtqBY6LYBrkQ,5.0,1,Unknown,270.0,Generous Reviewer
2VTSkzqUVsu-tyKQkbQdMg,5.0,1,Unknown,600.0,Generous Reviewer
2VmZk7mpW1a7_1xtyL9c5w,4.0,1,Unknown,354.0,Casual Reviewer
2W1-uw0M6eqUaLmc0VEOyg,3.0,2,Sushi & Japanese Cuisine,1091.0,Detailed Reviewer
2W771TR9QfcW66v-O-sQXg,2.0,1,Unknown,259.0,Harsh Critic
2W9dMmnk72fLBaW7ANLZcQ,5.0,1,Desserts & Donuts,219.0,Generous Reviewer
2WQoy4ezgC0f3Qsvd8LfEA,2.0,1,Unknown,337.0,Harsh Critic
2W_C4QO92Tm1HK6ltYVWxA,5.0,1,Craft Beer & Nightlife,747.0,Generous Reviewer
2WlihtSTzoASNUyGjcWwiA,2.0,1,Unknown,394.0,Harsh Critic
2WuJy0fJckCVuVXImBle1w,5.0,2,Mexican Food Lovers,1119.5,Generous Reviewer
2X-Tu8faWVOJWyXfH37ltQ,5.0,1,Breakfast & Brunch Lovers,373.0,Generous Reviewer
2X4yIsAHtPi_UwfgaCCloQ,4.0,1,General Positive Dining,318.0,Casual Reviewer
2X5_bZvSk-88cwd0jHVVzw,2.0,1,Burger & Fast Food Fans,346.0,Harsh Critic
2X8Yg1sQbd_uoB_ZbI8MeA,5.0,2,Coffee & Cafe Culture,398.0,Generous Reviewer
2XFQXe_Ewzj1VA0PiEHG_A,3.0,1,Coffee & Cafe Culture,91.0,Casual Reviewer
2XKlUjHGk9z-2ckFMcBEHw,4.5,2,Coffee & Cafe Culture,1251.5,Generous Reviewer
2XZCdluOCDclN7vd0SovDQ,2.0,1,Unknown,512.0,Harsh Critic
2Xx9dzOItn3YPBnXeO8KuA,5.0,1,Unknown,228.0,Generous Reviewer
2YOCN20FUS1XWqw5xSXgwg,4.0,1,Pizza Enthusiasts,728.0,Detailed Reviewer
2YXRimt-mM6wb6AicaCgHw,2.5,2,Craft Beer & Nightlife,431.0,Harsh Critic
2YY6VqIadixtWsi4fiGajA,4.0,1,Unknown,179.0,Casual Reviewer
2YjXOdgFr1O1jCgs2coeBA,5.0,1,BBQ & Southern Cuisine,183.0,Generous Reviewer
2Z1ib5FUFYwUSXErGnCTzw,5.0,1,Coffee & Cafe Culture,136.0,Generous Reviewer
2ZPqO2RztMJcEOGwU69v1A,1.0,1,Breakfast & Brunch Lovers,129.0,Harsh Critic
2ZTu9XRzPFV2fj-327VuPQ,4.0,1,Unknown,152.0,Casual Reviewer
2_3--d6b1yI4P9K_x0Zj9Q,5.0,1,Unknown,261.0,Generous Reviewer
2_4TJ6wbP-s6yXqPNpc2Pw,5.0,1,Service Experience Reviews,439.0,Generous Reviewer
2_BqxQEWSEHGToKOY35OEg,5.0,1,Unknown,277.0,Generous Reviewer
2_GVAykqQyS9GrD5iqGZAQ,4.0,1,Unknown,330.0,Casual Reviewer
2_JJO0p3ps1sVrnKLVNpQA,2.0,1,Unknown,740.0,Harsh Critic
2_M4h-5zB6vcshr-eVqr5A,5.0,1,Italian & Pasta,160.0,Generous Reviewer
2_TuTeu43qzWmraYfr6O8g,3.0,1,Unknown,302.0,Casual Reviewer
2_UmQTRPbpqKNQUdPDxZrA,3.0,1,Mexican Food Lovers,211.0,Casual Reviewer
2aASlWsOtfeYq7bQ6a8mPQ,5.0,1,Unknown,116.0,Generous Reviewer
2aQPINTV7nXBYkQO0NoNbQ,5.0,1,Unknown,2031.0,Generous Reviewer
2aYMMSAxuhkKWaBWH8Oykg,1.0,1,Thai & Spicy Food,258.0,Harsh Critic
2acvrsKC920GOlCixoYSsA,4.0,1,Pizza Enthusiasts,308.0,Casual Reviewer
2apjFlbVCsUPWVQq8cj6TQ,4.0,1,Craft Beer & Nightlife,862.0,Detailed Reviewer
2at2UKLHMS4qQM-y5eV5ug,5.0,1,Unknown,754.0,Generous Reviewer
2b2J7kW1nTVTtiZtizw-tw,3.0,1,Unknown,2159.0,Detailed Reviewer
2b8Vkgv9spPeCIvOekKRmw,4.0,1,Mexican Food Lovers,238.0,Casual Reviewer
2bHNEs5khz-qWDkhd7Botw,4.0,1,Unknown,773.0,Detailed Reviewer
2bRRMv-vocgA62PbQUOwHg,5.0,1,Vietnamese & Pho,160.0,Generous Reviewer
2bY-Cv2QpHuvw0Q5sDIdng,5.0,1,Chinese Cuisine,169.0,Generous Reviewer
2b_ok2fil-4teqRDQC9Yrg,5.0,1,Unknown,981.0,Generous Reviewer
2beXHyEb7Wvex3KaiTbx0Q,5.0,1,Unknown,375.0,Generous Reviewer
2bjOYVVArVCcqSupUmNSOA,3.0,1,Unknown,123.0,Casual Reviewer
2c_0ZHCFFWaaUzViHQg-Kw,1.0,1,Unknown,1024.0,Harsh Critic
2cj9ZoglHwVbvfFMdS8Diw,5.0,1,Unknown,196.0,Generous Reviewer
2dLSd_NBeNWwady9w0TI0Q,1.0,1,Unknown,2262.0,Harsh Critic
2dRr0BmJZr1JGHG8f8X_JA,5.0,1,Unknown,439.0,Generous Reviewer
2dWlz-7FBNPSbot6zW0lgg,4.0,1,Mexican Food Lovers,1062.0,Detailed Reviewer
2dvK5lInm7qrMBVCght5TQ,5.0,1,Unknown,249.0,Generous Reviewer
2dz8CcLX06r0UHwqVoF5Rg,5.0,1,Unknown,754.0,Generous Reviewer
2dzJH4hqyRey-B_-1e6OWA,2.0,1,Unknown,1262.0,Harsh Critic
2e948URiIgTvcaX1DKTS-w,5.0,2,Unknown,563.0,Generous Reviewer
2eC4qmjUNR7-LG8s6t4Ehg,4.0,1,Unknown,146.0,Casual Reviewer
2eGFqTJvUvdh_DhFdF1jGw,5.0,1,Unknown,117.0,Generous Reviewer
2eOLQcYMjnRnKGZRIFh5MA,4.0,2,Mexican Food Lovers,412.0,Casual Reviewer
2eROSpvNp3nk9UkT-smi9g,1.0,1,Unknown,388.0,Harsh Critic
2emcrgXt0Hdb4iwB2FOKpg,3.0,1,Unknown,291.0,Casual Reviewer
2en6bUkXIj4wi_nhijgVYQ,5.0,1,Hotel & Travel Dining,537.0,Generous Reviewer
2erk5qjFbeZCfJVMCqHRKQ,5.0,1,Unknown,372.0,Generous Reviewer
2f1Om2kVJgi4cct_rq6f8Q,4.0,1,Craft Beer & Nightlife,323.0,Casual Reviewer
2f1ztevVUKfLSVhamzh5Sw,3.0,1,Unknown,204.0,Casual Reviewer
2feiZFzICp_mLONEpzY0pA,5.0,1,Unknown,1095.0,Generous Reviewer
2g0mjtwTrDBgFbsBR3gPJg,5.0,1,Unknown,136.0,Generous Reviewer
2g95L0t9K8z3aRnuf3z48Q,5.0,1,Unknown,1183.0,Generous Reviewer
2gSIid3wjHKpKuDVqX9iTg,5.0,1,Unknown,157.0,Generous Reviewer
2gUXdt8OGs-ZslJLQTVLBA,5.0,1,Hotel & Travel Dining,95.0,Generous Reviewer
2gXHaOY-zNEnkGoVVqKyZQ,5.0,1,Local Nashville Experiences,248.0,Generous Reviewer
2h8Do1D6yDa1eAZC1dDf6Q,2.0,1,Unknown,759.0,Harsh Critic
2hBR10VOgQgHZKeuAPwwdA,4.5,2,Desserts & Donuts,541.5,Generous Reviewer
2hUQcXOYhKrMTLmXQtfJQw,2.0,1,Burger & Fast Food Fans,899.0,Harsh Critic
2iFATp2wkqTcmiDE_AUfcQ,5.0,1,Craft Beer & Nightlife,236.0,Generous Reviewer
2iS1vg5TYpV_iEiNC8osTg,3.4,5,Craft Beer & Nightlife,690.6,Detailed Reviewer
2ikAFXxvWfFZOUHS-9AC4A,5.0,1,Unknown,1314.0,Generous Reviewer
2izq6tDYYbOPaOkEpKqsHA,5.0,1,Unknown,332.0,Generous Reviewer
2j43_OZt4_wRB3ANpwvO6g,5.0,1,Unknown,242.0,Generous Reviewer
2j4HBD-owkHbkh1-wfTffw,4.0,1,Unknown,190.0,Casual Reviewer
2jv_2BgGoGUNe9M88hMQaw,4.0,1,Pizza Enthusiasts,2853.0,Detailed Reviewer
2kAQcqRHN73zW9ZfilsSJQ,4.0,1,Service Experience Reviews,320.0,Casual Reviewer
2kOk9ZjN5NlL38t2djNM6Q,5.0,1,Service Experience Reviews,196.0,Generous Reviewer
2kR6OpGgn0XMqKW7YJcQSA,3.0,1,Unknown,989.0,Detailed Reviewer
2l0O1EI1m0yWjFo2zSt71w,3.0,1,Coffee & Cafe Culture,130.0,Casual Reviewer
2l8WHcEiwFW0wEvopwa8_A,5.0,1,Unknown,327.0,Generous Reviewer
2lD6wIpqGnz8RNr0wT9ygQ,5.0,1,Coffee & Cafe Culture,643.0,Generous Reviewer
2lFni8ituUYceQJPxlUy_w,4.0,1,Unknown,1013.0,Detailed Reviewer
2leCZETDeLdf_bJT05AavQ,1.0,1,Unknown,159.0,Harsh Critic
2lj9fksc8CEB_d9exT-0yQ,4.0,1,Craft Beer & Nightlife,234.0,Casual Reviewer
2lrQAWlc0786DbIr5070xQ,5.0,1,Mexican Food Lovers,366.0,Generous Reviewer
2m3MSjc5iahV7Ta0OvJfNA,1.0,1,Burger & Fast Food Fans,232.0,Harsh Critic
2mAf9xMBfkoGTB8oMP8tpw,3.0,2,Burger & Fast Food Fans,372.5,Casual Reviewer
2m_8Mv3hma645sxXLQkVQw,1.0,1,Unknown,64.0,Harsh Critic
2md4AYkBRDKvoH8YWkdgXg,3.0,1,Craft Beer & Nightlife,713.0,Detailed Reviewer
2mehWDiaP-8CcZRtLGlYIA,5.0,1,Unknown,2009.0,Generous Reviewer
2mwwIbY7QCZQeEAkO7GCSw,5.0,1,Unknown,389.0,Generous Reviewer
2n4WMs36sy54SOSGAKOfsA,3.0,1,Unknown,508.0,Detailed Reviewer
2n6VmoRHG8nC0vG3tUrcSw,5.0,1,Coffee & Cafe Culture,214.0,Generous Reviewer
2nUrEMjNFlK-LrmGqPf1mw,1.0,1,Unknown,636.0,Harsh Critic
